isbn,title,author,category,sub_category,description,publisher,year_of_publication,language,num_pages,img_link
0345439104,Drowning Ruth: A Novel (Oprah's Book Club),Christina Schwarz,Literature & Fiction,Dramas & Plays,"“POWERFUL . . . SUSPENSEFUL . . . RICHLY TEXTURED . . . [A] CHILLING, PRECOCIOUSLY GOOD START TO A BRIGHT NEW NOVELIST’S CAREER.”–The New York Times“[A] gripping psychological thriller . . . In the winter of 1919, a young mother named Mathilda Neumann drowns beneath the ice of a rural Wisconsin lake. The shock of her death dramatically changes the lives of her daughter, troubled sister, and husband. . . . Told in the voices of several of the main characters and skipping back and forth in time, the narrative gradually and tantalizingly reveals the dark family secrets and the unsettling discoveries that lead to the truth of what actually happened the night of the drowning. . . . Schwarz certainly succeeds at keeping the reader engrossed.”–FRANCINE PROSEUs Weekly“DEFT AND ASSURED . . . [WITH] STRONG CHARACTERS AND A PLOT LONG ON TENSION AND SURPRISES.”–Time“A strong sense of portent and unusually vivid characters distinguish this mesmerizing first novel about horrifying family secrets and nearly annihilating guilt.Drowning Ruthis a complex and rewarding debut.”–ANITA SHREVEAuthor ofThe Pilot’s Wife“RIVETING . . . A VERY SUSPENSEFUL TALE, ONE THAT WILL KEEP READERS UP SHIVERING IN THE NIGHT.”–USA TodayRead more",Ballantine Books ,2001,English,368,"https://images-na.ssl-images-amazon.com/images/I/51eAkWmlLhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0671880314,Schindler's List,Thomas Keneally,Literature & Fiction,Genre Fiction,"The acclaimed bestselling classic of Holocaust literature, winner of the Booker Prize and the Los Angeles Times Book Award for Fiction, and the inspiration for the classic film—“a masterful account of the growth of the human soul” (Los Angeles Times Book Review).A stunning novel based on the true story of how German war profiteer and factory director Oskar Schindler came to save more Jews from the gas chambers than any other single person during World War II. In this milestone of Holocaust literature, Thomas Keneally, author ofDaughter of Mars, uses the actual testimony of theSchindlerjuden—Schindler’s Jews—to brilliantly portray the courage and cunning of a good man in the midst of unspeakable evil.Read more",Atria Books 1st Pritning edition ,1993,English,400,"https://images-na.ssl-images-amazon.com/images/I/51qZqOhZwUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
051511779X,"Born in Shame (Born in Trilogy, Book 3)",Nora Roberts,Literature & Fiction,Genre Fiction,"From #1New York Timesbestselling author Nora Roberts comes the final novel in the Irish Born Trilogy—followingBorn in FireandBorn in Ice.Shannon Bodine’s life revolves around her job as a graphic artist at a New York ad agency. But her world turns upside down when she learns the identity of her real father: Thomas Concannon.Obeying her late mother’s wishes, Shannon reluctantly travels to County Clare. There, amid the lush landscape steeped in legend, she meets her half sisters and their families, but she’s wary of opening her heart to them—or to their charming neighbor…Murphy Muldoon is a successful farmer and horse breeder with a romantic streak that can turn the most trite sentiment into poetry. Soon, his striking good looks and unpretentious ways have Shannon discovering the possibility of a love that was meant to be.Don't miss the other books in the Irish Born TrilogyBorn in FireBorn in IceRead more",Berkley Reissue edition ,1996,English,384,"https://images-na.ssl-images-amazon.com/images/I/51mqaheZ02L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0451213599,Four Past Midnight,Stephen King,Literature & Fiction,Genre Fiction,"NOW A BLOCKBUSTER MOVIE FROM COLUMBIA PICTURES STARRING JOHNNY DEPPBased onSecret Window, Secret Garden,a novella inStepen King's Four Past Midnight.Mort Rainey is a best selling author whose imagination thrills his readers to the core.But one of his stories holds a secret that comes to life. A secret that even he can't imagine...Read more",Berkley Media Tie In edition ,2004,English,768,"https://images-na.ssl-images-amazon.com/images/I/41fA5qXz7TL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0451176464,Gerald's Game,Stephen King,Literature & Fiction,Genre Fiction,"A different kind of bedtime story from Stephen King, as a game of seduction between a husband and wife ends in death. But the nightmare has only just begun...Read more",Signet Reissue edition ,1993,English,448,"https://images-na.ssl-images-amazon.com/images/I/416DZ+e6OhL._SY344_BO1,204,203,200_.jpg"
0451208765,Sleep No More: A Suspense Thriller,Greg Iles,"Mystery, Thriller & Suspense",Thrillers & Suspense,"The #1New York Timesbestselling author of the Penn Cage series explores the dangers of obsession in this gripping psychological thriller.John Waters is a successful businessman and a happy family man—but his life comes crashing down around him with one word from a beautiful stranger:“Soon.”Suddenly, he is face to face with a memory from his past—of an obsession that he thought he had escaped. One that now plunges him into the darkest side of love and passion...“This novel should come with a red wrapper marked DANGER: HIGH EXPLOSIVES.”—Stephen KingRead more",Berkley ,2003,English,480,"https://images-na.ssl-images-amazon.com/images/I/51Fr+2o5XYL._SY344_BO1,204,203,200_.jpg"
051513628X,Key of Light,Nora Roberts,Literature & Fiction,Genre Fiction,"#1New York Timesbestselling author Nora Roberts opens the door to one woman’s search for truth and passion in the first Key Trilogy novel.Malory Price’s life plan has hit a snag. She’s in danger of losing her job managing an art gallery in Pleasant Valley, Pennsylvania. A welcome distraction comes in the form of an invitation to a cocktail party at Warrior’s Peak, an infamous estate overlooking the town. But no one else she knows has been invited…There are only two other guests: Dana Steele, a librarian, and Zoe McCourt, a single mother. On the surface, it seems the women have nothing in common, until their mysterious hosts tell them a story—and offer them a challenge.Legend has it that the souls of three demigoddesses—one an artist, one a bard, and one a warrior—have been locked in a box that has three keys. Now it’s up to Malory and the others to find the keys. Their reward: a million dollars each.It all seems too bizarre to be true. But none of them can ignore the financial windfall they stand to gain. And now Malory—with her soul of an artist and eye for beauty—must find her key first. She soon discovers that whatever locked the souls away is dark, powerful, and greedy…and it doesn’t want the women to win.Don’t miss the other books in the Key TrilogyKey of KnowledgeKey of ValorRead more",Berkley 1st ptg. edition ,2003,English,352,"https://images-na.ssl-images-amazon.com/images/I/51Lt41jXWDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0373484224,The Stanislaski Brothers (Two Complete Novels: Mikhail and Alex),Nora Roberts,Romance,Contemporary,"Mikhail Stanislaski finds unexpected love with classy society princess Sydney Hayward in a tale of mismatched lovers,Luring a Lady, while sexy detective Alex Stanislaski meets the woman of his dreams, Bess McNee, when he mistakenly arrests her for solicitation, inConvincing Alex, in a pair of novels featuring the tempestuous Stanislaski family. Reprint.Read more",Silhouette ,2000,English,448,"https://images-na.ssl-images-amazon.com/images/I/51rsXFVo9iS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515137111,Birthright,Nora Roberts,Literature & Fiction,Women's Fiction,"From beloved author Nora Robertscomes the #1New York Timesbestseller about shattering loss and shocking discovery—set in a small town nestled in the Blue Ridge Mountains…When five-thousand-year-old human bones are found at a construction site in the small town of Woodsboro, the news draws archaeologist Callie Dunbrook out of her sabbatical and into a whirlwind of adventure, danger, and romance.While overseeing the dig, she must try to make sense of a cloud of death and misfortune that hangs over the project—fueling rumors that the site is cursed. She must cope with the presence of her irritating—but irresistible—ex-husband, Jake. And when a stranger claims to know a secret about her privileged Boston childhood, she must question her own past as well...Read more",Berkley ,2004,English,512,"https://images-na.ssl-images-amazon.com/images/I/51vRhm19FgL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515133973,Midnight Bayou,Nora Roberts,Literature & Fiction,Women's Fiction,"#1New York Timesbestselling author Nora Roberts presents a novel set deep in the bayou of Louisiana—where the only witness to a long-ago tragedy is a once-grand house…Declan Fitzgerald had always been the family maverick, but even he couldn't understand his impulse to buy a dilapidated mansion on the outskirts of New Orleans. Ever since he first saw Manet Hall, he'd been enchanted—and obsessed—with it.Determined to restore the mansion to its former splendor, Declan begins the daunting renovation room by room. But the days spent in total isolation in the empty house take a toll. He sees visions of days from a century past and experiences sensations of terror and nearly unbearable grief. Local legend has it that the house is haunted, and with every passing day Declan's belief in the ghostly presence grows.Only the companionship of alluring Angelina Simone can distract him from the mysterious happenings in the house, but Angelina has her own surprising connection to Manet Hall—a connection that will help Declan uncover a secret that's been buried for a hundred years.Read more",Berkley ,2002,English,368,"https://images-na.ssl-images-amazon.com/images/I/51KuzihI70L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515127833,River's End,Nora Roberts,"Mystery, Thriller & Suspense",Thrillers & Suspense,"#1New York Timesbestselling author Nora Roberts presents a seductively suspenseful tale of one woman’s shattered innocence, the terrifying search for truth and a heart’s journey toward healing…Olivia’s parents were among Hollywood’s golden couples—until the night a monster came and took her mother away forever.A monster with the face of her father...Sheltered from the truth, an older Olivia only dimly recalls her night of terror—but her recurring nightmares make her realize she must piece together the real story. Now, assisted by Noah Brady, the son of the police detective who found her cowering in her closet so many years before, she may have her chance. Noah wants to reconstruct the night that has become an infamous part of Hollywood history. He also wants to help Olivia and heal the longing in her lonely heart. But once the door to her past is opened, there’s no telling what’s waiting on the other side. For somewhere, not too far away, the monster walks again...Read more",Berkley Reissue edition ,2000,English,480,"https://images-na.ssl-images-amazon.com/images/I/41mX6yaWlPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0345334531,The Feast of All Saints,Anne Rice,Literature & Fiction,Genre Fiction,"In the days before the Civil War, there lived a Louisiana people unique in Southern histroy. Though descended from African slaves, they were also descended from the French and Spanish who enslaved them. Called the Free People of Color, this dazzling historical novel chronicles the lives of four of them--men and women caught perilously between the worlds of master and slave, privilege and oppression, passion and pain.Read more",Ballantine Books 36571st edition ,1986,English,640,"https://images-na.ssl-images-amazon.com/images/I/51jl-VeqBVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515136379,Key of Knowledge,Nora Roberts,Literature & Fiction,Women's Fiction,"#1New York Timesbestselling author Nora Roberts unlocks the dreams of a woman on a quest for the truth in her second Key Trilogy novel.Dana Steele has always found her greatest passion in books. But now her boss is making her job as a librarian a living hell. Luckily, she now has a Plan B…High on a hill overlooking the town of Pleasant Valley, Pennsylvania, sits the Warrior’s Peak estate. It’s where Dana was invited to meet Malory Price and Zoe McCourt—and where they learned that they were destined to find three keys to unlock a box holding the souls of three mythical demigoddesses: one an artist, one a bard, and one a warrior.With the promise of a million dollars each dangled before them, the women couldn’t refuse. And as Malory found the first key, they formed a fast friendship and decided to go into business together. For Dana, that meant her dream of owning a bookstore was about to come true.And now, as Dana finds herself on the threshold of some major life changes, it’s her turn to find a key. She has four weeks to unravel a riddle involving her past, present, and future, and to find the truth hidden among deception and lies—or succumb to her worst nightmare.Don’t miss the other books in the Key TrilogyKey of LightKey of ValorRead more",Berkley ,2003,English,352,"https://images-na.ssl-images-amazon.com/images/I/51pKpAYivsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515122734,Sanctuary,Nora Roberts,Literature & Fiction,Women's Fiction,"From #1New York Timesbestselling author Nora Roberts comes a seductive and suspenseful novel of dangerous liaisons and family betrayals…Photographer Jo Ellen Hathaway thought she'd escaped the house called Sanctuary long ago. She'd spent her loneliest years there, after the sudden, unexplained disappearance of her mother. Yet the sprawling inn on an island off the Georgia coast continues to haunt her dreams. And now, even more haunting are the pictures someone is sending her: strange close-ups and candids, culminating in the most shocking portrait of all—a photo of her mother—naked, beautiful, and dead.Now Jo must return to the island, and to her bitterly estranged family. With the help of Nathan Delaney—who was on the island the summer her mother disappeared—Jo hopes to learn the truth about the tragic past. But Sanctuary may be the most dangerous place of all.Read more",Berkley Reissue edition ,1998,English,528,"https://images-na.ssl-images-amazon.com/images/I/519IOwLaGbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515121843,"Sea Swept (Chesapeake Bay, Book 1)",Nora Roberts,Literature & Fiction,Genre Fiction,"The first novel in #1New York Timesbestselling author Nora Roberts' stunningChesapeake Bay Saga, wherethe Quinn brothers must return to their family home on the Maryland shore, to honor their father's last request...A champion boat racer, Cameron Quinn traveled the world spending his winnings on champagne and women. But when his dying father calls him home to care for Seth, a troubled young boy not unlike Cameron once was, his life changes overnight.After years of independence, Cameron has to learn to live with his brothers again, while he struggles with cooking, cleaning, and caring for a difficult boy. Old rivalries and new resentments flare between Cameron and his brothers, but they try to put aside their differences for Seth’s sake. In the end, a social worker will decide Seth’s fate, and as tough as she is beautiful, she has the power to bring the Quinns together—or tear them apart...Don't miss the other books in the Chesapeake Bay SagaRising TidesInner HarborChesapeake BlueRead more",Berkley Jove Edition ,1998,English,352,"https://images-na.ssl-images-amazon.com/images/I/51o-XI0QKiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515126772,"Jewels of the Sun: The Gallaghers of Ardmore Trilogy (Irish Trilogy, Book 1)",Nora Roberts,Literature & Fiction,Women's Fiction,"BOOK ONE OF THE GALLAGHERS OF ARDMORE TRILOGYIn Gallagher’s Pub, where the fire is burning low and the pints are waiting, #1New York Timesbestselling author Nora Roberts has a story to tell...Determined to reevaluate her life, Jude Murray flees America to take refuge in Faerie Hill Cottage, immersing herself in the study of Irish folklore and discovering hope for the future of the magical past.Finally back home in Ireland after years of traveling, Aidan Gallagher possesses an uncommon understanding of his country’s haunting myths. Although he’s devoted to managing the family pub, a hint of wildness still glints in his eyes—and in Jude, he sees a woman who can both soothe his heart and stir his blood. And he begins to share the legends of the land with her—while they create a passionate history of their own.Don’t miss the other books in the Gallaghers of Ardmore TrilogyTears of the MoonHeart of the SeaRead more",Berkley November edition ,1999,English,384,"https://images-na.ssl-images-amazon.com/images/I/51tBLv4VleL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
051512317X,"Rising Tides (The Chesapeake Bay Saga, Book 2)",Nora Roberts,Literature & Fiction,Genre Fiction,"The second novel in #1New York Timesbestselling author Nora Roberts' stunning Chesapeake Bay Saga, where the Quinn brothers must return to their family home on the Maryland shore, to honor their father's last request...Ethan Quinn is a waterman. He wasn’t born to the tradition but has embraced it. He’s a quiet man whose heart runs as deep as the waters he loves. And now, with his father gone, Ethan is determined to make the family boatbuilding business a success. But amidst his achievements lie the most important challenges of his life…There’s a young boy who needs him, and a woman and child he loves but never believed he could have. To shape his life around them, Ethan must face his own dark past—and accept not only who he is but what he hopes to become.Don't miss the other books in the Chesapeake Bay SagaSea SweptInner HarborChesapeake BlueRead more",Berkley ,1998,English,352,"https://images-na.ssl-images-amazon.com/images/I/51eK40FxRYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0515128546,"Tears of the Moon  (Irish Trilogy, Book 2)",Nora Roberts,Literature & Fiction,Women's Fiction,"Book Two of the Gallaghers of Ardmore TrilogyHigh above the tidy village of Ardmore on a windy cliff, there is magic and music in the air, and #1New York Timesbestselling author Nora Roberts will help you find it…A talented songwriter, Shawn Gallagher spends his days lost in reverie and wonder, oblivious to the wiles of women and the ways of the world. He claims that he’s content with his life, but his music tells a different story—one of loneliness and desperate longing…No one understands why Shawn doesn’t put his musical gift to profitable use—least of all Brenna O’Toole, a fiercely independent tomboy who has been secretly in love with him for years. But it is only when Shawn gives in to the mysteries of magic that he gets the chance to fulfill his destiny as a man and a musician.Don't miss the other books in the Gallaghers of Ardmore TrilogyJewels of the SunHeart of the SeaRead more",Berkley ,2000,English,368,"https://images-na.ssl-images-amazon.com/images/I/51MJB4lVLOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0312306326,Visions of Sugar Plums: A Stephanie Plum Holiday Novel (Stephanie Plum Novels),Janet Evanovich,"Crafts, Hobbies & Home",Pets & Animal Care,"It's five days before Christmas and things are not looking merry for Fugitive Apprehension Agent Stephanie Plum. She hasn't got a tree. She hasn't bought any presents. The malls are jam-packed with staggering shoppers. There's not a twinkle light anywhere to be seen in her apartment.And there's a strange man in her kitchen.Sure, this has happened to Stephanie Plum before. Strangers, weirdos, felons, creeps, and lunatics are always finding their way to her front door. But this guy is different. This guy is mysterious, sexy-and he has his own agenda. His name is Diesel and he is a man on a mission. And Diesel is unlike anyone Stephanie has ever met before in her life. The question is, what does he want with her? Can he help her find a little old toy maker who has skipped out on his bail right before Christmas? Can he survive the Plum family holiday dinner? Can he get Stephanie a tree that doesn't look like it was grown next to a nuclear power plant? These questions and more are keeping Stephanie awake at night. Not to mention the fact that she needs to find a bunch of nasty elves, her sister Valerie has a Christmas ""surprise"" for the Plums, her niece Mary Alice doesn't believe in Santa anymore, and Grandma Mazur has a new stud muffin. So bring out the plastic reindeer, strap on your jingle bells, and get ready to celebrate the holidays-Jersey style.Visions of Sugar Plums-the world of Plum has never been merrier!Read more",St. Martin's Press First Edition ,2002,English,160,"https://images-na.ssl-images-amazon.com/images/I/51G7Glqk7mL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0670033049,East of Eden (Oprah's Book Club),John Steinbeck,Literature & Fiction,Genre Fiction,"A masterpiece of Biblical scope, and the magnum opus of one of America’s most enduring authors, in a commemorative hardcover editionIn his journal, Nobel Prize winner John Steinbeck calledEast of Eden""the first book,"" and indeed it has the primordial power and simplicity of myth. Set in the rich farmland of California's Salinas Valley, this sprawling and often brutal novel follows the intertwined destinies of two families—the Trasks and the Hamiltons—whose generations helplessly reenact the fall of Adam and Eve and the poisonous rivalry of Cain and Abel.The masterpiece of Steinbeck’s later years,East of Edenis a work in which Steinbeck created his most mesmerizing characters and explored his most enduring themes: the mystery of identity, the inexplicability of love, and the murderous consequences of love's absence. Adapted for the 1955 film directed by Elia Kazan introducing James Dean, and read by thousands as the book that brought Oprah’s Book Club back, East of Eden has remained vitally present in American culture for over half a century.Read more",Viking ,2003,English,601,"https://images-na.ssl-images-amazon.com/images/I/51bArZUMnjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim LaHaye,Christian Books & Bibles,Literature & Fiction,"When the trumpet sounds, where will you be? Passengers in an airborne Boeing 747 find out in this riveting novel by renowned Christian speaker Tim LaHaye and master storyteller Jerry Jenkins. Without any warning, passengers mysteriously disappear from their seats. Terror and chaos slowly spread not only through the plane but also worldwide as unusual events continue to unfold. For those who have been left behind, the apocalypse has just begun. This fictional account of life after the Rapture delivers an urgent call to today's readers to prepare their own hearts and minister to others.Read more",Tyndale House Publishers 1st edition ,1996,English,468,"https://images-na.ssl-images-amazon.com/images/I/41UfahFwHjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0804105820,It Was On Fire When I Lay Down On It,Robert Fulghum,Humor & Entertainment,Humor,"From the author to the reader:Show-and-Tell was the very best part of school for me, both as a student and as a teacher.As a kid, I put more into getting ready for my turn to present than I put into the rest of my homework. Show-and-Tell wasrealin a way that much of what I learned in school was not. It was education that came out of my life experience.As a teacher, I was always surprised by what I learned from these amateur hours. A kid I was sure I knew well would reach down into a paper bag he carried and fish out some odd-shaped treasure and attach meaning to it beyond my most extravagant expectation.Again and again I learned that what I thought was only true for me . . . only valued by me . . . only cared about by me . . . was common property. The principles guiding this book are not far from the spirit of Show-and-Tell. It is stuff from home—that place in my mind and heart where I most truly live.P.S. This volume picks up where I left off inAll I Really Need to Know I Learned in Kindergarten,when I promised to tell about the time it was on fire when I lay down on it.Read more",Ivy Books Reprint edition ,1991,English,224,"https://images-na.ssl-images-amazon.com/images/I/51Kf9DtQRfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0671011367,Deja Dead,Kathy Reichs,"Mystery, Thriller & Suspense",Thrillers & Suspense,"See where the smash #1New York Timesbestselling Temperance Brennan “cleverly plotted and expertly maintained” (The New York Times) series all began withDeja Dead, the first installment from forensic anthropologist and internationally bestselling thriller writer Kathy Reichs.Her life is devoted to justice—for those she never even knew.In the year since Temperance Brennan left behind a shaky marriage in North Carolina, work has often preempted her weekend plans to explore Quebec. When a female corpse is discovered meticulously dismembered and stashed in trash bags, Temperance detects an alarming pattern—and she plunges into a harrowing search for a killer. But her investigation is about to place those closest to her—her best friend and her own daughter—in mortal danger...Read more",Pocket Star Books ,1998,English,532,"https://images-na.ssl-images-amazon.com/images/I/41EcbsXOUxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0399147195,P is for Peril : A Kinsey Millhone Mystery,Sue Grafton,"Mystery, Thriller & Suspense",Mystery,"She's every lover's feisty girlfriend.She's every father's courageous daughter.She's every woman's tough, vulnerable, and spirited alter ego.She's Kinsey Millhone, familiar to millions of readers around the globe, and she's back in full stride inP is for Peril, her latest venture into the darker side of the human soul. Mordant, mocking, and deceptively low-key, hers is a voice we know we can trust, from a character we've come to love.Through fifteen novels,Sue Graftonhas gone from strength to strength, never writing the same book twice. So it's no surprise that she has taken on new territory in her sixteenth, this time entering the world of noir. It's a world cast in shades of black amid shafts of steel and silver, a shadow land in which the mysterious disappearance of a prominent physician leads Kinsey into a danger-filled maze of duplicity and double-dealing as she taps into the intricacies of a cunning Medicare fraud.P is for Peril: the novel in which Millhone stakes her life on a thin thread of intuition because the facts glint elusively out of reach and only guesses offer any shot at the truth.""Unlike many detective series, Grafton's seems only to get better each time out,"" wroteEntertainment Weekly, andP is for Perilis a case in point. Pushing herself, reaching further with each new book, Sue Grafton delivers every time.Read more",Marian Wood Books/Putnam 1st edition ,2001,English,352,"https://images-na.ssl-images-amazon.com/images/I/41prlEVpknL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0446604666,Sick Puppy,Carl Hiaasen,Literature & Fiction,Action & Adventure,"Independently wealthy eco-terrorist Twilly Spree teaches a flagrant litterbug a lesson--and leaves the offender's precious Range Rover swarming with hungry dung beetles. When he discovers the litterer is one of the most powerful political fixers in Florida, the real Hiaasen-style fun begins.Read more",Warner Vision Books 1st edition ,2001,English,513,"https://images-na.ssl-images-amazon.com/images/I/41IOtlicMnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0553580191,Seize the Night,Dean Koontz,Literature & Fiction,Genre Fiction,"There are no rules in the dark, no place to feel safe, no escape from the shadows. But to save the day, you must...Seize the Night.At no time does Moonlight Bay look more beautiful than at night. Yet it is precisely then that the secluded little town reveals its menace. Now children are disappearing. From their homes. From the streets. And there's nothing their families can do about it. Because in Moonlight Bay, the police work their hardest to conceal crimes and silence victims. No matter what happens in the night, their job is to ensure that nothing disturbs the peace and quiet of Moonlight Bay....Christopher Snow isn't afraid of the dark. Forced to live in the shadows because of a rare genetic disorder, he knows the night world better than anyone. He believes the lost children are still alive and that their disappearance is connected to the town's most carefully kept, most ominous secret—a secret only he can uncover, a secret that will force him to confront an adversary at one with the most dangerous darkness of all. The darkness inside the human heart.Read more",Bantam ,1999,English,480,"https://images-na.ssl-images-amazon.com/images/I/4149Qik-7pL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
034538475X,The Tale of the Body Thief (Vampire Chronicles),Anne Rice,Literature & Fiction,Genre Fiction,"In a gripping feat of storytelling, Anne Rice continues the extraordinary Vampire Chronicles that began with the now-classicInterview with the Vampire. For centuries, Lestat—vampire-hero, enchanter, seducer of mortals—has been a courted prince in the dark and flourishing universe of the living dead. Now he is alone. And in his overwhelming need to destroy his doubts and his loneliness, Lestat embarks on the most dangerous enterprise he has undertaken in all the years of his haunted existence.Praise forThe Tale of the Body Thief“Tinged with mystery, full of drama . . . The story is involving, the twists surprising.”—People“Rice is our modern messenger of the occult, whose nicely updated dark-side passion plays twist and turn in true Gothic form.”—San Francisco Chronicle“Fast-paced . . . . mesmerizing . . . silkenly sensuous . . . No one writing today matches her deftness with the erotic.”—The Atlanta Journal-Constitution“Hypnotic . . . masterful.”—CosmopolitanRead more",Ballantine Books Reprint edition ,1993,English,448,"https://images-na.ssl-images-amazon.com/images/I/51Cm4Tnf-uL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0345409671,Memnoch the Devil (Vampire Chronicles),Anne Rice,Literature & Fiction,Genre Fiction,"""STARTLING . . . FIENDISH . . . MEMNOCH'S TALE IS COMPELLING.""--New York Daily News""Like Interview with the Vampire, Memnoch has a half-maddened, fever-pitch intensity. . . . Narrated by Rice's most cherished character, the vampire Lestat, Memnoch tells a tale as old as Scripture's legends and as modern as today's religious strife.""--Rolling Stone""SENSUAL . . . BOLD, FAST-PACED.""--USA Today""Rice has penned an ambitious close to this long-running series. . . . Fans will no doubt devour this.""--The Washington Post Book World""MEMNOCH THE DEVIL OFFERS PASSAGES OF POETIC BRILLIANCE.""--Playboy""[MEMNOCH] is one of Rice's most intriguing and sympathetic characters to date. . . . Rice ups the ante, taking Lestat where few writers have ventured: into heaven and hell itself. She carries it off in top form.""--The Seattle TimesRead more",Ballantine Books Reprint edition ,1997,English,448,"https://images-na.ssl-images-amazon.com/images/I/511M++7NalL._SY344_BO1,204,203,200_.jpg"
0345422384,Pandora (New Tales of the Vampires),Anne Rice,Literature & Fiction,Genre Fiction,"Anne Rice, creator of the Vampire Lestat, the Mayfair witches and the amazing worlds they inhabit, now gives us the first in a new series of novels linked together by the fledgling vampire David Talbot, who has set out to become a chronicler of his fellow Undead.The novel opens in present-day Paris in a crowded café, where David meets Pandora. She is two thousand years old, a Child of the Millennia, the first vampire ever made by the great Marius. David persuades her to tell the story of her life.Pandora begins, reluctantly at first and then with increasing passion, to recount her mesmerizing tale, which takes us through the ages, from Imperial Rome to eighteenth-century France to twentieth-century Paris and New Orleans. She carries us back to her mortal girlhood in the world of Caesar Augustus, a world chronicled by Ovid and Petronius. This is where Pandora meets and falls in love with the handsome, charismatic, lighthearted, still-mortal Marius. This is the Rome she is forced to flee in fear of assassination by conspirators plotting to take over the city. And we follow her to the exotic port of Antioch, where she is destined to be reunited with Marius, now immortal and haunted by his vampire nature, who will bestow on her the Dark Gift as they set out on the fraught and fantastic adventure of their two turbulent centuries together.Look for Anne Rice’s new book,Prince Lestat and the Realms of Atlantis, coming November 29, 2016.Read more",Ballantine Books Reprint edition ,1998,English,368,"https://images-na.ssl-images-amazon.com/images/I/51fsks3cvvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. Tolkien,Literature & Fiction,Genre Fiction,"The middle novel in The Lord of the Rings—the greatest fantasy epic of all time—which began inThe Fellowship of the Ring,and which reaches its magnificent climax inThe Return of the King.Nominated as one of America’s best-loved novels by PBS’sThe Great American ReadThe Fellowship is scattered. Some brace hopelessly for war against the ancient evil of Sauron. Others must contend with the treachery of the wizard Saruman. Only Frodo and Sam are left to take the One Ring, ruler of the accursed Rings of Power, to be destroyed in Mordor, the dark realm where Sauron is supreme. Their guide is Gollum, deceitful and obsessive slave to the corruption of the Ring.Read more",Del Rey Illustrated edition ,1986,English,416,"https://images-na.ssl-images-amazon.com/images/I/51ujGkXWhmL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0345325818,The Silmarillion,J.R.R. Tolkien,Literature & Fiction,Short Stories & Anthologies,"The legendary precursor to The Lord of the Rings“A creation of singular beauty . . . magnificent in its best moments.”—The Washington PostSet primarily in the First Age of Middle-earth, The Silmarillion contains the legend of the creation of the world and an account of the Elder Days. It is the ancient drama remembered by Elrond and Galadriel in The Lord of the Rings, and the harrowing origin of the adventure that ends ages later with Frodo and the One Ring.At the story’s heart are the three Silmarils, jewels that held within them the Light of the Two Trees of Valinor, and Fëanor, the most gifted of elven artificers. When the Two Trees are destroyed, the Silmarils become coveted, setting into motion events that lead to the rebellion of Fëanor and his kindred against the gods, their exile from Valinor, and their hopeless war against the greatest enemy Middle-earth has ever known: Morgoth.Read more",Del Rey 2nd edition ,2002,English,480,"https://images-na.ssl-images-amazon.com/images/I/51kA5deyOBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
0689817851,Go Ask Alice,Anonymous,Teen & Young Adult,Literature & Fiction,The real-life diary of a teenager whose life is dominated by her drug problems follows her experiences from her indoctrination into the world of drugs to three weeks before her death. Reprint.Read more,Simon Pulse 1st edition ,1998,English,192,"https://images-na.ssl-images-amazon.com/images/I/31FSZwWbtSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
